GeneName	GeneID	Description
PSAT1	ENSG00000135069	phosphoserine aminotransferase 1(PSAT1)
PSD4	ENSG00000125637	pleckstrin and Sec7 domain containing 4(PSD4)
PSMA3	ENSG00000100567	proteasome 20S subunit alpha 3(PSMA3)
PSMC1P5	ENSG00000250273	proteasome 26S subunit, ATPase 1 pseudogene 5(PSMC1P5)
PSMC2	ENSG00000161057	proteasome 26S subunit, ATPase 2(PSMC2)
PSMD3	ENSG00000108344	proteasome 26S subunit, non-ATPase 3(PSMD3)
PSMD8	ENSG00000099341	proteasome 26S subunit, non-ATPase 8(PSMD8)
PSPC1	ENSG00000121390	paraspeckle component 1(PSPC1)
PSTPIP2	ENSG00000152229	proline-serine-threonine phosphatase interacting protein 2(PSTPIP2)
PTEN	ENSG00000171862	phosphatase and tensin homolog(PTEN)
PTGDS	ENSG00000107317	prostaglandin D2 synthase(PTGDS)
PTGS2	ENSG00000073756	prostaglandin-endoperoxide synthase 2(PTGS2)
PTMA	ENSG00000187514	prothymosin alpha(PTMA)
PTP4A2	ENSG00000184007	protein tyrosine phosphatase 4A2(PTP4A2)
PTPRD	ENSG00000153707	protein tyrosine phosphatase receptor type D(PTPRD)
PTPRD	ENSG00000282932	protein tyrosine phosphatase receptor type D(PTPRD)
PTPRG	ENSG00000144724	protein tyrosine phosphatase receptor type G(PTPRG)
PTPRJ	ENSG00000149177	protein tyrosine phosphatase receptor type J(PTPRJ)
PTPRM	ENSG00000173482	protein tyrosine phosphatase receptor type M(PTPRM)
PUM1	ENSG00000134644	pumilio RNA binding family member 1(PUM1)
PYCR1	ENSG00000183010	pyrroline-5-carboxylate reductase 1(PYCR1)
PYGL	ENSG00000100504	glycogen phosphorylase L(PYGL)
PYGM	ENSG00000068976	glycogen phosphorylase, muscle associated(PYGM)
QARS1	ENSG00000172053	glutaminyl-tRNA synthetase 1(QARS1)
QKI	ENSG00000112531	QKI, KH domain containing RNA binding(QKI)
QPCT	ENSG00000115828	glutaminyl-peptide cyclotransferase(QPCT)
R3HDM1	ENSG00000048991	R3H domain containing 1(R3HDM1)
R3HDM2	ENSG00000179912	R3H domain containing 2(R3HDM2)
RAB3C	ENSG00000152932	RAB3C, member RAS oncogene family(RAB3C)
RAB3D	ENSG00000105514	RAB3D, member RAS oncogene family(RAB3D)
RAB5C	ENSG00000108774	RAB5C, member RAS oncogene family(RAB5C)
RAB11FIP1	ENSG00000156675	RAB11 family interacting protein 1(RAB11FIP1)
RAB11FIP2	ENSG00000107560	RAB11 family interacting protein 2(RAB11FIP2)
RAB19	ENSG00000146955	RAB19, member RAS oncogene family(RAB19)
RAB20	ENSG00000139832	RAB20, member RAS oncogene family(RAB20)
RAB24	ENSG00000169228	RAB24, member RAS oncogene family(RAB24)
RABGAP1L	ENSG00000152061	RAB GTPase activating protein 1 like(RABGAP1L)
RABL2B	ENSG00000079974	RAB, member of RAS oncogene family like 2B(RABL2B)
RABL3	ENSG00000144840	RAB, member of RAS oncogene family like 3(RABL3)
RAC3	ENSG00000169750	Rac family small GTPase 3(RAC3)
RAD18	ENSG00000070950	RAD18 E3 ubiquitin protein ligase(RAD18)
RAI1	ENSG00000108557	retinoic acid induced 1(RAI1)
RALA	ENSG00000006451	RAS like proto-oncogene A(RALA)
RALB	ENSG00000144118	RAS like proto-oncogene B(RALB)
RALBP1	ENSG00000017797	ralA binding protein 1(RALBP1)
RALGAPA1	ENSG00000174373	Ral GTPase activating protein catalytic subunit alpha 1(RALGAPA1)
RALGAPA2	ENSG00000188559	Ral GTPase activating protein catalytic subunit alpha 2(RALGAPA2)
RAMP1	ENSG00000132329	receptor activity modifying protein 1(RAMP1)
RAPGEF5	ENSG00000136237	Rap guanine nucleotide exchange factor 5(RAPGEF5)
RAPGEF6	ENSG00000158987	Rap guanine nucleotide exchange factor 6(RAPGEF6)
RARA	ENSG00000131759	retinoic acid receptor alpha(RARA)
RASA1	ENSG00000145715	RAS p21 protein activator 1(RASA1)
RASA4B	ENSG00000170667	RAS p21 protein activator 4B(RASA4B)
RASD1	ENSG00000108551	ras related dexamethasone induced 1(RASD1)
RASEF	ENSG00000165105	RAS and EF-hand domain containing(RASEF)
RASGEF1B	ENSG00000138670	RasGEF domain family member 1B(RASGEF1B)
RASGRP1	ENSG00000172575	RAS guanyl releasing protein 1(RASGRP1)
RASGRP3	ENSG00000152689	RAS guanyl releasing protein 3(RASGRP3)
RBBP6	ENSG00000122257	RB binding protein 6, ubiquitin ligase(RBBP6)
RBFOX1	ENSG00000078328	RNA binding fox-1 homolog 1(RBFOX1)
RBM4	ENSG00000173933	RNA binding motif protein 4(RBM4)
RBM4B	ENSG00000173914	RNA binding motif protein 4B(RBM4B)
RBM5	ENSG00000003756	RNA binding motif protein 5(RBM5)
RBM6	ENSG00000004534	RNA binding motif protein 6(RBM6)
RBM17	ENSG00000134453	RNA binding motif protein 17(RBM17)
RBM19	ENSG00000122965	RNA binding motif protein 19(RBM19)
RBM43	ENSG00000184898	RNA binding motif protein 43(RBM43)
RBM45	ENSG00000155636	RNA binding motif protein 45(RBM45)
RCAN3	ENSG00000117602	RCAN family member 3(RCAN3)
RCCD1	ENSG00000166965	RCC1 domain containing 1(RCCD1)
RCL1	ENSG00000120158	RNA terminal phosphate cyclase like 1(RCL1)
RCN3	ENSG00000142552	reticulocalbin 3(RCN3)
REEP1	ENSG00000068615	receptor accessory protein 1(REEP1)
RELB	ENSG00000104856	RELB proto-oncogene, NF-kB subunit(RELB)
RELN	ENSG00000189056	reelin(RELN)
RELT	ENSG00000054967	RELT TNF receptor(RELT)
REPS1	ENSG00000135597	RALBP1 associated Eps domain containing 1(REPS1)
REPS2	ENSG00000169891	RALBP1 associated Eps domain containing 2(REPS2)
RERE	ENSG00000142599	arginine-glutamic acid dipeptide repeats(RERE)
RFFL	ENSG00000092871	ring finger and FYVE like domain containing E3 ubiquitin protein ligase(RFFL)
RFTN2	ENSG00000162944	raftlin family member 2(RFTN2)
RFX2	ENSG00000087903	regulatory factor X2(RFX2)
RFX4	ENSG00000111783	regulatory factor X4(RFX4)
RGL1	ENSG00000143344	ral guanine nucleotide dissociation stimulator like 1(RGL1)
RGL3	ENSG00000205517	ral guanine nucleotide dissociation stimulator like 3(RGL3)
RGMB	ENSG00000174136	repulsive guidance molecule BMP co-receptor b(RGMB)
RGPD8	ENSG00000169629	RANBP2 like and GRIP domain containing 8(RGPD8)
RGS7	ENSG00000182901	regulator of G protein signaling 7(RGS7)
RGS7BP	ENSG00000186479	regulator of G protein signaling 7 binding protein(RGS7BP)
RGS14	ENSG00000169220	regulator of G protein signaling 14(RGS14)
RGS16	ENSG00000143333	regulator of G protein signaling 16(RGS16)
RGS17	ENSG00000091844	regulator of G protein signaling 17(RGS17)
RGSL1	ENSG00000121446	regulator of G protein signaling like 1(RGSL1)
RHBDL3	ENSG00000141314	rhomboid like 3(RHBDL3)
RHCG	ENSG00000140519	Rh family C glycoprotein(RHCG)
RHO	ENSG00000163914	rhodopsin(RHO)
RHOA	ENSG00000067560	ras homolog family member A(RHOA)
RHOB	ENSG00000143878	ras homolog family member B(RHOB)
RHOBTB1	ENSG00000072422	Rho related BTB domain containing 1(RHOBTB1)
RHOG	ENSG00000177105	ras homolog family member G(RHOG)
RHOH	ENSG00000168421	ras homolog family member H(RHOH)
RIC3	ENSG00000166405	RIC3 acetylcholine receptor chaperone(RIC3)
RIF1	ENSG00000080345	replication timing regulatory factor 1(RIF1)
RIMKLA	ENSG00000177181	ribosomal modification protein rimK like family member A(RIMKLA)
RIMS1	ENSG00000079841	regulating synaptic membrane exocytosis 1(RIMS1)
RMND5A	ENSG00000153561	required for meiotic nuclear division 5 homolog A(RMND5A)
RN7SKP181	ENSG00000223120	RN7SK pseudogene 181(RN7SKP181)
RN7SKP182	ENSG00000222704	RN7SK pseudogene 182(RN7SKP182)
RN7SL91P	ENSG00000240439	RNA, 7SL, cytoplasmic 91, pseudogene(RN7SL91P)
RN7SL336P	ENSG00000264017	RNA, 7SL, cytoplasmic 336, pseudogene(RN7SL336P)
RN7SL401P	ENSG00000241866	RNA, 7SL, cytoplasmic 401, pseudogene(RN7SL401P)
RN7SL480P	ENSG00000266187	RNA, 7SL, cytoplasmic 480, pseudogene(RN7SL480P)
RN7SL513P	ENSG00000239821	RNA, 7SL, cytoplasmic 513, pseudogene(RN7SL513P)
RN7SL685P	ENSG00000242315	RNA, 7SL, cytoplasmic 685, pseudogene(RN7SL685P)
RN7SL714P	ENSG00000241757	RNA, 7SL, cytoplasmic 714, pseudogene(RN7SL714P)
RN7SL831P	ENSG00000241992	RNA, 7SL, cytoplasmic 831, pseudogene(RN7SL831P)
RNA5SP142	ENSG00000201325	RNA, 5S ribosomal pseudogene 142(RNA5SP142)
RNA5SP199	ENSG00000200275	RNA, 5S ribosomal pseudogene 199(RNA5SP199)
RNA5SP228	ENSG00000252041	RNA, 5S ribosomal pseudogene 228(RNA5SP228)
RNA5SP286	ENSG00000212454	RNA, 5S ribosomal pseudogene 286(RNA5SP286)
RNASE6	ENSG00000169413	ribonuclease A family member k6(RNASE6)
RNASEL	ENSG00000135828	ribonuclease L(RNASEL)
RNF10	ENSG00000022840	ring finger protein 10(RNF10)
RNF19B	ENSG00000116514	ring finger protein 19B(RNF19B)
RNF24	ENSG00000101236	ring finger protein 24(RNF24)
RNF123	ENSG00000164068	ring finger protein 123(RNF123)
RNF157	ENSG00000141576	ring finger protein 157(RNF157)
RNF166	ENSG00000158717	ring finger protein 166(RNF166)
RNF213	ENSG00000173821	ring finger protein 213(RNF213)
RNFT2	ENSG00000135119	ring finger protein, transmembrane 2(RNFT2)
RNU1-45P	ENSG00000253000	RNA, U1 small nuclear 45, pseudogene(RNU1-45P)
RNU1-131P	ENSG00000238833	RNA, U1 small nuclear 131, pseudogene(RNU1-131P)
RNU2-9P	ENSG00000222126	RNA, U2 small nuclear 9, pseudogene(RNU2-9P)
RNU2-17P	ENSG00000222222	RNA, U2 small nuclear 17, pseudogene(RNU2-17P)
RNU4-43P	ENSG00000222560	RNA, U4 small nuclear 43, pseudogene(RNU4-43P)
RNU4-66P	ENSG00000202069	RNA, U4 small nuclear 66, pseudogene(RNU4-66P)
RNU5A-2P	ENSG00000207065	RNA, U5A small nuclear 2, pseudogene(RNU5A-2P)
RNU6-152P	ENSG00000206764	RNA, U6 small nuclear 152, pseudogene(RNU6-152P)
RNU6-210P	ENSG00000252752	RNA, U6 small nuclear 210, pseudogene(RNU6-210P)
RNU6-400P	ENSG00000212475	RNA, U6 small nuclear 400, pseudogene(RNU6-400P)
RNU6-450P	ENSG00000201524	RNA, U6 small nuclear 450, pseudogene(RNU6-450P)
RNU6-472P	ENSG00000207026	RNA, U6 small nuclear 472, pseudogene(RNU6-472P)
RNU6-523P	ENSG00000252113	RNA, U6 small nuclear 523, pseudogene(RNU6-523P)
RNU6-566P	ENSG00000252599	RNA, U6 small nuclear 566, pseudogene(RNU6-566P)
RNU6-706P	ENSG00000253038	RNA, U6 small nuclear 706, pseudogene(RNU6-706P)
RNU6-976P	ENSG00000251895	RNA, U6 small nuclear 976, pseudogene(RNU6-976P)
RNU6-1023P	ENSG00000251946	RNA, U6 small nuclear 1023, pseudogene(RNU6-1023P)
RNU6-1029P	ENSG00000206836	RNA, U6 small nuclear 1029, pseudogene(RNU6-1029P)
RNU6-1037P	ENSG00000238680	RNA, U6 small nuclear 1037, pseudogene(RNU6-1037P)
RNU6ATAC15P	ENSG00000221206	RNA, U6atac small nuclear 15, pseudogene(RNU6ATAC15P)
RNU6ATAC28P	ENSG00000238561	RNA, U6atac small nuclear 28, pseudogene(RNU6ATAC28P)
ROBO2	ENSG00000185008	roundabout guidance receptor 2(ROBO2)
ROBO3	ENSG00000154134	roundabout guidance receptor 3(ROBO3)
ROCK2	ENSG00000134318	Rho associated coiled-coil containing protein kinase 2(ROCK2)
ROPN1	ENSG00000065371	rhophilin associated tail protein 1(ROPN1)
RORA	ENSG00000069667	RAR related orphan receptor A(RORA)
RORB	ENSG00000198963	RAR related orphan receptor B(RORB)
RORC	ENSG00000143365	RAR related orphan receptor C(RORC)
RP9	ENSG00000164610	RP9 pre-mRNA splicing factor(RP9)
RP9P	ENSG00000205763	RP9 pseudogene(RP9P)
RPA3	ENSG00000106399	replication protein A3(RPA3)
RPE65	ENSG00000116745	retinoid isomerohydrolase RPE65(RPE65)
RPL3	ENSG00000100316	ribosomal protein L3(RPL3)
RPL6P21	ENSG00000223445	ribosomal protein L6 pseudogene 21(RPL6P21)
RPL7AP61	ENSG00000233291	ribosomal protein L7a pseudogene 61(RPL7AP61)
RPL7P10	ENSG00000229752	ribosomal protein L7 pseudogene 10(RPL7P10)
RPL7P13	ENSG00000234253	ribosomal protein L7 pseudogene 13(RPL7P13)
RPL11P5	ENSG00000242137	ribosomal protein L11 pseudogene 5(RPL11P5)
RPL12P8	ENSG00000219932	ribosomal protein L12 pseudogene 8(RPL12P8)
RPL14	ENSG00000188846	ribosomal protein L14(RPL14)
RPL21	ENSG00000122026	ribosomal protein L21(RPL21)
RPL21P17	ENSG00000214073	ribosomal protein L21 pseudogene 17(RPL21P17)
RPL22	ENSG00000116251	ribosomal protein L22(RPL22)
RPL23AP56	ENSG00000244413	ribosomal protein L23a pseudogene 56(RPL23AP56)
RPL24P7	ENSG00000215016	RPL24 pseudogene 7(RPL24P7)
RPL26P31	ENSG00000242807	ribosomal protein L26 pseudogene 31(RPL26P31)
RPL30P3	ENSG00000223640	ribosomal protein L30 pseudogene 3(RPL30P3)
RPRD2	ENSG00000163125	regulation of nuclear pre-mRNA domain containing 2(RPRD2)
RPS5	ENSG00000083845	ribosomal protein S5(RPS5)
RPS6KA4	ENSG00000162302	ribosomal protein S6 kinase A4(RPS6KA4)
RPS6KA6	ENSG00000072133	ribosomal protein S6 kinase A6(RPS6KA6)
RPS10P21	ENSG00000232881	ribosomal protein S10 pseudogene 21(RPS10P21)
RPS17P5	ENSG00000060303	ribosomal protein S17 pseudogene 5(RPS17P5)
RPS19P6	ENSG00000234637	ribosomal protein S19 pseudogene 6(RPS19P6)
RPS23	ENSG00000186468	ribosomal protein S23(RPS23)
RPS25	ENSG00000118181	ribosomal protein S25(RPS25)
RPS25	ENSG00000280831	ribosomal protein S25(RPS25)
RPS27A	ENSG00000143947	ribosomal protein S27a(RPS27A)
RPSAP29	ENSG00000244722	ribosomal protein SA pseudogene 29(RPSAP29)
RPSAP59	ENSG00000233071	ribosomal protein SA pseudogene 59(RPSAP59)
RRN3	ENSG00000085721	RRN3 homolog, RNA polymerase I transcription factor(RRN3)
RRN3	ENSG00000278494	RRN3 homolog, RNA polymerase I transcription factor(RRN3)
RRP15	ENSG00000067533	ribosomal RNA processing 15 homolog(RRP15)
RRS1	ENSG00000179041	ribosome biogenesis regulator 1 homolog(RRS1)
RSAD2	ENSG00000134321	radical S-adenosyl methionine domain containing 2(RSAD2)
RTKN2	ENSG00000182010	rhotekin 2(RTKN2)
RTN1	ENSG00000139970	reticulon 1(RTN1)
RTN2	ENSG00000125744	reticulon 2(RTN2)
RTN3	ENSG00000133318	reticulon 3(RTN3)
RTN4IP1	ENSG00000130347	reticulon 4 interacting protein 1(RTN4IP1)
RUFY2	ENSG00000204130	RUN and FYVE domain containing 2(RUFY2)
RUNX2	ENSG00000124813	RUNX family transcription factor 2(RUNX2)
RXRA	ENSG00000186350	retinoid X receptor alpha(RXRA)
S100A11	ENSG00000163191	S100 calcium binding protein A11(S100A11)
S100PBP	ENSG00000116497	S100P binding protein(S100PBP)
SALL2	ENSG00000165821	spalt like transcription factor 2(SALL2)
SAMD5	ENSG00000203727	sterile alpha motif domain containing 5(SAMD5)
SAMMSON	ENSG00000240405	survival associated mitochondrial melanoma specific oncogenic non-coding RNA(SAMMSON)
SARNP	ENSG00000205323	SAP domain containing ribonucleoprotein(SARNP)
SBDS	ENSG00000126524	SBDS ribosome maturation factor(SBDS)
SBNO1	ENSG00000139697	strawberry notch homolog 1(SBNO1)
SCML1	ENSG00000047634	Scm polycomb group protein like 1(SCML1)
SCML4	ENSG00000146285	Scm polycomb group protein like 4(SCML4)
SCN1A	ENSG00000144285	sodium voltage-gated channel alpha subunit 1(SCN1A)
SCN1A-AS1	ENSG00000236107	SCN1A and SCN9A antisense RNA 1(SCN1A-AS1)
SCN8A	ENSG00000196876	sodium voltage-gated channel alpha subunit 8(SCN8A)
SCRN2	ENSG00000141295	secernin 2(SCRN2)
SDAD1	ENSG00000198301	SDA1 domain containing 1(SDAD1)
SDCCAG8	ENSG00000054282	SHH signaling and ciliogenesis regulator SDCCAG8(SDCCAG8)
SDCCAG8	ENSG00000276111	SHH signaling and ciliogenesis regulator SDCCAG8(SDCCAG8)
SDK2	ENSG00000069188	sidekick cell adhesion molecule 2(SDK2)
SEC11C	ENSG00000166562	SEC11 homolog C, signal peptidase complex subunit(SEC11C)
SEC23IP	ENSG00000107651	SEC23 interacting protein(SEC23IP)
SEC62	ENSG00000008952	SEC62 homolog, preprotein translocation factor(SEC62)
SEC63	ENSG00000025796	SEC63 homolog, protein translocation regulator(SEC63)
SECTM1	ENSG00000141574	secreted and transmembrane 1(SECTM1)
SEH1L	ENSG00000085415	SEH1 like nucleoporin(SEH1L)
SEM1	ENSG00000127922	SEM1 26S proteasome subunit(SEM1)
SEMA3B	ENSG00000012171	semaphorin 3B(SEMA3B)
SEMA3F-AS1	ENSG00000235016	SEMA3F antisense RNA 1(SEMA3F-AS1)
SEMA4D	ENSG00000187764	semaphorin 4D(SEMA4D)
SEMA6A	ENSG00000092421	semaphorin 6A(SEMA6A)
SEMA6A-AS2	ENSG00000249167	SEMA6A antisense RNA 2(SEMA6A-AS2)
SEMA6D	ENSG00000137872	semaphorin 6D(SEMA6D)
SEPHS1	ENSG00000086475	selenophosphate synthetase 1(SEPHS1)
SERPINE1	ENSG00000106366	serpin family E member 1(SERPINE1)
SERPING1	ENSG00000149131	serpin family G member 1(SERPING1)
SESN2	ENSG00000130766	sestrin 2(SESN2)
SESN2	ENSG00000285069	sestrin 2(SESN2)
SETX	ENSG00000107290	senataxin(SETX)
SFMBT1	ENSG00000163935	Scm like with four mbt domains 1(SFMBT1)
SFPQ	ENSG00000116560	splicing factor proline and glutamine rich(SFPQ)
SFTPC	ENSG00000168484	surfactant protein C(SFTPC)
SFXN2	ENSG00000156398	sideroflexin 2(SFXN2)
SGCD	ENSG00000170624	sarcoglycan delta(SGCD)
SGCZ	ENSG00000185053	sarcoglycan zeta(SGCZ)
SGIP1	ENSG00000118473	SH3GL interacting endocytic adaptor 1(SGIP1)
SGPL1	ENSG00000166224	sphingosine-1-phosphate lyase 1(SGPL1)
SH2B2	ENSG00000160999	SH2B adaptor protein 2(SH2B2)
SH2D1B	ENSG00000198574	SH2 domain containing 1B(SH2D1B)
SH3BP1	ENSG00000100092	SH3 domain binding protein 1(SH3BP1)
SH3BP2	ENSG00000087266	SH3 domain binding protein 2(SH3BP2)
SH3PXD2A	ENSG00000107957	SH3 and PX domains 2A(SH3PXD2A)
SH3RF1	ENSG00000154447	SH3 domain containing ring finger 1(SH3RF1)
SH3TC2	ENSG00000169247	SH3 domain and tetratricopeptide repeats 2(SH3TC2)
SH3YL1	ENSG00000035115	SH3 and SYLF domain containing 1(SH3YL1)
SHB	ENSG00000107338	SH2 domain containing adaptor protein B(SHB)
SHCBP1L	ENSG00000157060	SHC binding and spindle associated 1 like(SHCBP1L)
SHISA5	ENSG00000164054	shisa family member 5(SHISA5)
SHISA6	ENSG00000188803	shisa family member 6(SHISA6)
SHKBP1	ENSG00000160410	SH3KBP1 binding protein 1(SHKBP1)
SHMT1	ENSG00000176974	serine hydroxymethyltransferase 1(SHMT1)
SHMT1	ENSG00000284320	serine hydroxymethyltransferase 1(SHMT1)
SHPRH	ENSG00000146414	SNF2 histone linker PHD RING helicase(SHPRH)
SHROOM1	ENSG00000164403	shroom family member 1(SHROOM1)
SIAH2	ENSG00000181788	siah E3 ubiquitin protein ligase 2(SIAH2)
SIGLEC5	ENSG00000105501	sialic acid binding Ig like lectin 5(SIGLEC5)
SIGLEC5	ENSG00000268500	sialic acid binding Ig like lectin 5(SIGLEC5)
SIGLEC9	ENSG00000129450	sialic acid binding Ig like lectin 9(SIGLEC9)
SIK1	ENSG00000142178	salt inducible kinase 1(SIK1)
SIK3	ENSG00000160584	SIK family kinase 3(SIK3)
SIN3A	ENSG00000169375	SIN3 transcription regulator family member A(SIN3A)
SIN3B	ENSG00000127511	SIN3 transcription regulator family member B(SIN3B)
SIPA1L1	ENSG00000197555	signal induced proliferation associated 1 like 1(SIPA1L1)
SIRPB2	ENSG00000196209	signal regulatory protein beta 2(SIRPB2)
SIRPD	ENSG00000125900	signal regulatory protein delta(SIRPD)
SIRT1	ENSG00000096717	sirtuin 1(SIRT1)
SIRT2	ENSG00000068903	sirtuin 2(SIRT2)
SIRT2	ENSG00000283100	sirtuin 2(SIRT2)
SIRT3	ENSG00000142082	sirtuin 3(SIRT3)
SIRT6	ENSG00000077463	sirtuin 6(SIRT6)
SIX3	ENSG00000138083	SIX homeobox 3(SIX3)
SKAP1	ENSG00000141293	src kinase associated phosphoprotein 1(SKAP1)
SKOR2	ENSG00000215474	SKI family transcriptional corepressor 2(SKOR2)
SKP1	ENSG00000113558	S-phase kinase associated protein 1(SKP1)
SLA	ENSG00000155926	Src like adaptor(SLA)
SLC2A4	ENSG00000181856	solute carrier family 2 member 4(SLC2A4)
SLC2A4	ENSG00000288174	solute carrier family 2 member 4(SLC2A4)
SLC2A9	ENSG00000109667	solute carrier family 2 member 9(SLC2A9)
SLC2A14	ENSG00000173262	solute carrier family 2 member 14(SLC2A14)
SLC4A2	ENSG00000164889	solute carrier family 4 member 2(SLC4A2)
SLC5A12	ENSG00000148942	solute carrier family 5 member 12(SLC5A12)
SLC6A2	ENSG00000103546	solute carrier family 6 member 2(SLC6A2)
SLC6A3	ENSG00000142319	solute carrier family 6 member 3(SLC6A3)
SLC6A3	ENSG00000276996	solute carrier family 6 member 3(SLC6A3)
SLC6A4	ENSG00000108576	solute carrier family 6 member 4(SLC6A4)
SLC6A6	ENSG00000131389	solute carrier family 6 member 6(SLC6A6)
SLC6A12	ENSG00000111181	solute carrier family 6 member 12(SLC6A12)
SLC6A13	ENSG00000010379	solute carrier family 6 member 13(SLC6A13)
SLC7A1	ENSG00000139514	solute carrier family 7 member 1(SLC7A1)
SLC8A1	ENSG00000183023	solute carrier family 8 member A1(SLC8A1)
SLC8A1-AS1	ENSG00000227028	SLC8A1 antisense RNA 1(SLC8A1-AS1)
SLC8A3	ENSG00000100678	solute carrier family 8 member A3(SLC8A3)
SLC9A3	ENSG00000066230	solute carrier family 9 member A3(SLC9A3)
SLC9A3	ENSG00000281861	solute carrier family 9 member A3(SLC9A3)
SLC9A9	ENSG00000181804	solute carrier family 9 member A9(SLC9A9)
SLC10A7	ENSG00000120519	solute carrier family 10 member 7(SLC10A7)
SLC11A1	ENSG00000018280	solute carrier family 11 member 1(SLC11A1)
SLC12A5	ENSG00000124140	solute carrier family 12 member 5(SLC12A5)
SLC12A6	ENSG00000140199	solute carrier family 12 member 6(SLC12A6)
SLC12A9	ENSG00000146828	solute carrier family 12 member 9(SLC12A9)
SLC15A3	ENSG00000110446	solute carrier family 15 member 3(SLC15A3)
SLC15A5	ENSG00000188991	solute carrier family 15 member 5(SLC15A5)
SLC16A2	ENSG00000147100	solute carrier family 16 member 2(SLC16A2)
SLC19A1	ENSG00000173638	solute carrier family 19 member 1(SLC19A1)
SLC20A2	ENSG00000168575	solute carrier family 20 member 2(SLC20A2)
SLC22A4	ENSG00000197208	solute carrier family 22 member 4(SLC22A4)
SLC22A15	ENSG00000163393	solute carrier family 22 member 15(SLC22A15)
SLC22A23	ENSG00000137266	solute carrier family 22 member 23(SLC22A23)
SLC24A3	ENSG00000185052	solute carrier family 24 member 3(SLC24A3)
SLC25A17	ENSG00000100372	solute carrier family 25 member 17(SLC25A17)
SLC25A33	ENSG00000171612	solute carrier family 25 member 33(SLC25A33)
SLC25A37	ENSG00000147454	solute carrier family 25 member 37(SLC25A37)
SLC26A5	ENSG00000170615	solute carrier family 26 member 5(SLC26A5)
SLC27A3	ENSG00000143554	solute carrier family 27 member 3(SLC27A3)
SLC27A3	ENSG00000263163	solute carrier family 27 member 3(SLC27A3)
SLC29A3	ENSG00000198246	solute carrier family 29 member 3(SLC29A3)
SLC31A2	ENSG00000136867	solute carrier family 31 member 2(SLC31A2)
SLC35E1	ENSG00000127526	solute carrier family 35 member E1(SLC35E1)
SLC35F4	ENSG00000151812	solute carrier family 35 member F4(SLC35F4)
SLC36A4	ENSG00000180773	solute carrier family 36 member 4(SLC36A4)
SLC37A3	ENSG00000157800	solute carrier family 37 member 3(SLC37A3)
SLC38A1	ENSG00000111371	solute carrier family 38 member 1(SLC38A1)
SLC38A3	ENSG00000188338	solute carrier family 38 member 3(SLC38A3)
SLC39A8	ENSG00000138821	solute carrier family 39 member 8(SLC39A8)
SLC43A1	ENSG00000149150	solute carrier family 43 member 1(SLC43A1)
SLC44A2	ENSG00000129353	solute carrier family 44 member 2(SLC44A2)
SLC44A4	ENSG00000204385	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000206378	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000228263	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000229077	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000231479	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000232180	solute carrier family 44 member 4(SLC44A4)
SLC44A4	ENSG00000235336	solute carrier family 44 member 4(SLC44A4)
SLC45A4	ENSG00000022567	solute carrier family 45 member 4(SLC45A4)
SMAD5	ENSG00000113658	SMAD family member 5(SMAD5)
SMAP2	ENSG00000084070	small ArfGAP2(SMAP2)
SMARCB1	ENSG00000099956	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)
SMARCB1	ENSG00000275837	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1(SMARCB1)
SMARCE1	ENSG00000073584	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1(SMARCE1)
SMC1B	ENSG00000077935	structural maintenance of chromosomes 1B(SMC1B)
SMIM40	ENSG00000286920	small integral membrane protein 40(SMIM40)
SMYD1	ENSG00000115593	SET and MYND domain containing 1(SMYD1)
SNN	ENSG00000184602	stannin(SNN)
SNORD3G	ENSG00000199666	small nucleolar RNA, C/D box 3G(SNORD3G)
SNRNP27	ENSG00000124380	small nuclear ribonucleoprotein U4/U6.U5 subunit 27(SNRNP27)
SNRPF	ENSG00000139343	small nuclear ribonucleoprotein polypeptide F(SNRPF)
SNX10	ENSG00000086300	sorting nexin 10(SNX10)
SNX29	ENSG00000048471	sorting nexin 29(SNX29)
SOAT1	ENSG00000057252	sterol O-acyltransferase 1(SOAT1)
SOCS3	ENSG00000184557	suppressor of cytokine signaling 3(SOCS3)
SOD2	ENSG00000112096	superoxide dismutase 2(SOD2)
SON	ENSG00000159140	SON DNA and RNA binding protein(SON)
SOX2-OT	ENSG00000242808	SOX2 overlapping transcript(SOX2-OT)
SOX5	ENSG00000134532	SRY-box transcription factor 5(SOX5)
SOX6	ENSG00000110693	SRY-box transcription factor 6(SOX6)
SOX14	ENSG00000168875	SRY-box transcription factor 14(SOX14)
SOX15	ENSG00000129194	SRY-box transcription factor 15(SOX15)
SP1	ENSG00000185591	Sp1 transcription factor(SP1)
SP2	ENSG00000167182	Sp2 transcription factor(SP2)
SPAG8	ENSG00000137098	sperm associated antigen 8(SPAG8)
SPAG9	ENSG00000008294	sperm associated antigen 9(SPAG9)
SPEG	ENSG00000072195	striated muscle enriched protein kinase(SPEG)
